2025-11-26 15:11:19 | INFO     | root:setup_logging:66 | ================================================================================
2025-11-26 15:11:19 | INFO     | root:setup_logging:67 | Logging system initialized - Log file: c:\Projects\marei-mekomos\backend\logs\marei_mekomos_20251126.log
2025-11-26 15:11:19 | INFO     | root:setup_logging:68 | ================================================================================
2025-11-26 15:11:19 | INFO     | __main__:<module>:339 | Starting Marei Mekomos API on http://0.0.0.0:8000
2025-11-26 15:11:19 | DEBUG    | asyncio:__init__:623 | Using proactor: IocpProactor
2025-11-26 15:11:37 | INFO     | __main__:search_sources:255 | ================================================================================
2025-11-26 15:11:37 | INFO     | __main__:search_sources:256 | POST /search -> topic='bedikas chometz' level='intermediate'
2025-11-26 15:11:37 | INFO     | __main__:search_sources:257 | ================================================================================
2025-11-26 15:11:37 | INFO     | __main__:get_sources_from_claude:107 | Requesting sources from Claude for topic='bedikas chometz' level='intermediate'
2025-11-26 15:11:37 | DEBUG    | __main__:get_sources_from_claude:121 | User message to Claude: Find marei mekomos for the topic: bedikas chometz

Level: intermediate - Include Chumash, main sugyos in Gemara, key Rishonim, and Shulchan Aruch.

Return 5-15 sources depending on the level, organized by category.
2025-11-26 15:11:37 | DEBUG    | anthropic._base_client:_build_request:493 | Request options: {'method': 'post', 'url': '/v1/messages', 'timeout': Timeout(connect=5.0, read=600, write=600, pool=600), 'files': None, 'idempotency_key': 'stainless-python-retry-e43be8ce-2e9a-4194-82e8-c48b37835751', 'json_data': {'max_tokens': 2000, 'messages': [{'role': 'user', 'content': 'Find marei mekomos for the topic: bedikas chometz\n\nLevel: intermediate - Include Chumash, main sugyos in Gemara, key Rishonim, and Shulchan Aruch.\n\nReturn 5-15 sources depending on the level, organized by category.'}], 'model': 'claude-sonnet-4-20250514', 'system': 'You are a Torah scholar assistant that helps find marei mekomos (source references) for any Torah topic.\n\nWhen given a topic, you will return a JSON object with relevant sources organized by category.\n\nIMPORTANT RULES:\n1. Return ONLY valid Sefaria references. Use the exact format Sefaria expects.\n2. Be conservative - only suggest sources you are confident exist.\n3. Organize sources in this order: Chumash → Nach → Mishna → Gemara (Bavli) → Rishonim → Shulchan Aruch/Acharonim\n4. For Gemara, use format like "Kiddushin 31a" or "Berakhot 6b"\n5. For Chumash, use format like "Shemot 20:12" or "Bereishit 1:1"\n6. For Mishna, use format like "Mishnah Kiddushin 1:7"\n7. For Rashi on Chumash, use "Rashi on Shemot 20:12"\n8. For Rambam, use "Mishneh Torah, Hilchot Mamrim 6:1" \n9. For Shulchan Aruch, use "Shulchan Arukh, Yoreh De\'ah 240:1"\n10. Include the most important/foundational sources first within each category.\n\nReturn your response as valid JSON in this exact format:\n{\n  "sources": [\n    {"ref": "Shemot 20:12", "category": "Chumash"},\n    {"ref": "Kiddushin 31a", "category": "Gemara"},\n    ...\n  ],\n  "summary": "Brief 1-2 sentence summary of the topic"\n}\n\nOnly return the JSON, no other text.'}}
2025-11-26 15:11:37 | DEBUG    | anthropic._base_client:request:1045 | Sending HTTP Request: POST https://api.anthropic.com/v1/messages
2025-11-26 15:11:37 | DEBUG    | httpcore.connection:trace:47 | connect_tcp.started host='api.anthropic.com' port=443 local_address=None timeout=5.0 socket_options=[(65535, 8, True), (6, 17, 60), (6, 16, 5), (6, 3, 60)]
2025-11-26 15:11:37 | DEBUG    | httpcore.connection:trace:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x0000024063C50580>
2025-11-26 15:11:37 | DEBUG    | httpcore.connection:trace:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x0000024062A45CC0> server_hostname='api.anthropic.com' timeout=5.0
2025-11-26 15:11:37 | DEBUG    | httpcore.connection:trace:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x0000024063C50310>
2025-11-26 15:11:37 | DEBUG    | httpcore.http11:trace:47 | send_request_headers.started request=<Request [b'POST']>
2025-11-26 15:11:37 | DEBUG    | httpcore.http11:trace:47 | send_request_headers.complete
2025-11-26 15:11:37 | DEBUG    | httpcore.http11:trace:47 | send_request_body.started request=<Request [b'POST']>
2025-11-26 15:11:37 | DEBUG    | httpcore.http11:trace:47 | send_request_body.complete
2025-11-26 15:11:37 | DEBUG    | httpcore.http11:trace:47 | receive_response_headers.started request=<Request [b'POST']>
2025-11-26 15:11:45 | DEBUG    | httpcore.http11:trace:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Wed, 26 Nov 2025 20:11:44 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Content-Encoding', b'gzip'), (b'anthropic-ratelimit-input-tokens-limit', b'30000'), (b'anthropic-ratelimit-input-tokens-remaining', b'30000'), (b'anthropic-ratelimit-input-tokens-reset', b'2025-11-26T20:11:39Z'), (b'anthropic-ratelimit-output-tokens-limit', b'8000'), (b'anthropic-ratelimit-output-tokens-remaining', b'8000'), (b'anthropic-ratelimit-output-tokens-reset', b'2025-11-26T20:11:47Z'), (b'anthropic-ratelimit-requests-limit', b'50'), (b'anthropic-ratelimit-requests-remaining', b'49'), (b'anthropic-ratelimit-requests-reset', b'2025-11-26T20:11:38Z'), (b'retry-after', b'23'), (b'anthropic-ratelimit-tokens-limit', b'38000'), (b'anthropic-ratelimit-tokens-remaining', b'38000'), (b'anthropic-ratelimit-tokens-reset', b'2025-11-26T20:11:39Z'), (b'request-id', b'req_011CVX7KyR1kT4MCxwnQhmvX'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'anthropic-organization-id', b'73a09491-cda3-40b4-8544-d00ca1bc9331'), (b'x-envoy-upstream-service-time', b'7632'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Robots-Tag', b'none'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9a4c093288c4431a-EWR')])
2025-11-26 15:11:45 | INFO     | httpx:_send_single_request:1025 | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 200 OK"
2025-11-26 15:11:45 | DEBUG    | httpcore.http11:trace:47 | receive_response_body.started request=<Request [b'POST']>
2025-11-26 15:11:45 | DEBUG    | httpcore.http11:trace:47 | receive_response_body.complete
2025-11-26 15:11:45 | DEBUG    | httpcore.http11:trace:47 | response_closed.started
2025-11-26 15:11:45 | DEBUG    | httpcore.http11:trace:47 | response_closed.complete
2025-11-26 15:11:45 | DEBUG    | anthropic._base_client:request:1083 | HTTP Response: POST https://api.anthropic.com/v1/messages "200 OK" Headers({'date': 'Wed, 26 Nov 2025 20:11:44 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'content-encoding': 'gzip', 'anthropic-ratelimit-input-tokens-limit': '30000', 'anthropic-ratelimit-input-tokens-remaining': '30000', 'anthropic-ratelimit-input-tokens-reset': '2025-11-26T20:11:39Z', 'anthropic-ratelimit-output-tokens-limit': '8000', 'anthropic-ratelimit-output-tokens-remaining': '8000', 'anthropic-ratelimit-output-tokens-reset': '2025-11-26T20:11:47Z', 'anthropic-ratelimit-requests-limit': '50', 'anthropic-ratelimit-requests-remaining': '49', 'anthropic-ratelimit-requests-reset': '2025-11-26T20:11:38Z', 'retry-after': '23', 'anthropic-ratelimit-tokens-limit': '38000', 'anthropic-ratelimit-tokens-remaining': '38000', 'anthropic-ratelimit-tokens-reset': '2025-11-26T20:11:39Z', 'request-id': 'req_011CVX7KyR1kT4MCxwnQhmvX', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'anthropic-organization-id': '73a09491-cda3-40b4-8544-d00ca1bc9331', 'x-envoy-upstream-service-time': '7632', 'cf-cache-status': 'DYNAMIC', 'x-robots-tag': 'none', 'server': 'cloudflare', 'cf-ray': '9a4c093288c4431a-EWR'})
2025-11-26 15:11:45 | DEBUG    | anthropic._base_client:request:1091 | request_id: req_011CVX7KyR1kT4MCxwnQhmvX
